Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2022-10-07,Sikkim,351,4,349,4303,229,13,8.16,0,0.7,814539,6717,810013,32.71,1.86,6.147142857142857,0.82,99.44
2022-10-08,Sikkim,976,7,970,11989,1926,1129,8.14,0,0.7,815515,6724,810983,275.14,161.29,17.127142857142857,0.82,99.44
2022-10-09,Sikkim,1171,16,1171,14767,3418,2702,7.93,0,0.7,816686,6740,812154,488.29,386.0,21.095714285714287,0.83,99.45
2022-10-10,Sikkim,584,5,582,7086,3450,691,8.24,0,0.7,817270,6745,812736,492.86,98.71,10.122857142857143,0.83,99.45
2022-10-11,Sikkim,1068,11,1062,12915,3729,2631,8.27,0,0.7,818338,6756,813798,532.71,375.86,18.45,0.83,99.45
2022-10-12,Sikkim,1245,13,1238,15768,2768,1056,7.9,0,0.7,819583,6769,815036,395.43,150.86,22.525714285714287,0.83,99.45
2022-10-13,Sikkim,274,3,268,3567,4784,2067,7.68,3,0.7,819857,6772,815304,683.43,295.29,5.095714285714286,0.83,99.44
2022-10-14,Sikkim,793,3,788,9356,1670,429,8.48,2,0.7,820650,6775,816092,238.57,61.29,13.365714285714287,0.83,99.44
2022-10-15,Sikkim,540,4,538,6881,2206,546,7.85,0,0.7,821190,6779,816630,315.14,78.0,9.83,0.83,99.44
2022-10-16,Sikkim,1471,6,1469,18639,2962,1437,7.89,0,0.7,822661,6785,818099,423.14,205.29,26.627142857142857,0.82,99.45
2022-10-17,Sikkim,584,8,575,7450,295,17,7.84,1,0.7,823245,6793,818674,42.14,2.43,10.642857142857142,0.83,99.44
2022-10-18,Sikkim,1110,15,1105,14187,629,187,7.82,0,0.7,824355,6808,819779,89.86,26.71,20.267142857142858,0.83,99.44
2022-10-19,Sikkim,441,1,434,5446,2594,1633,8.1,6,0.7,824796,6809,820213,370.57,233.29,7.78,0.83,99.44
2022-10-20,Sikkim,947,10,938,11358,1248,83,8.34,0,0.7,825743,6819,821151,178.29,11.86,16.225714285714286,0.83,99.44
2022-10-21,Sikkim,616,6,607,7751,4904,2407,7.95,3,0.7,826359,6825,821758,700.57,343.86,11.072857142857142,0.83,99.44
2022-10-22,Sikkim,1474,15,1474,18228,4441,4290,8.09,0,0.7,827833,6840,823232,634.43,612.86,26.04,0.83,99.44
2022-10-23,Sikkim,1167,15,1161,14483,2621,182,8.06,0,0.7,829000,6855,824393,374.43,26.0,20.69,0.83,99.44
2022-10-24,Sikkim,1422,11,1418,17697,3727,1516,8.04,0,0.7,830422,6866,825811,532.43,216.57,25.28142857142857,0.83,99.44
2022-10-25,Sikkim,908,7,901,11297,3912,1299,8.04,0,0.7,831330,6873,826712,558.86,185.57,16.138571428571428,0.83,99.44
2022-10-26,Sikkim,781,10,777,9703,3517,1925,8.05,0,0.7,832111,6883,827489,502.43,275.0,13.861428571428572,0.83,99.44
2022-10-27,Sikkim,11,0,4,585,2258,347,1.88,7,0.7,832122,6883,827493,322.57,49.57,0.8357142857142857,0.83,99.44
2022-10-28,Sikkim,616,3,608,7699,4561,1670,8.0,5,0.7,832738,6886,828101,651.57,238.57,10.998571428571429,0.83,99.44
2022-10-29,Sikkim,593,2,584,7296,118,37,8.13,7,0.7,833331,6888,828685,16.86,5.29,10.422857142857143,0.83,99.44
2022-10-30,Sikkim,938,5,932,11751,444,114,7.98,1,0.7,834269,6893,829617,63.43,16.29,16.787142857142857,0.83,99.44
2022-10-31,Sikkim,471,3,468,5769,1872,1733,8.16,0,0.7,834740,6896,830085,267.43,247.57,8.241428571428571,0.83,99.44
2022-11-01,Sikkim,1262,10,1253,15433,2267,1822,8.18,0,0.7,836002,6906,831338,323.86,260.29,22.047142857142855,0.83,99.44
2022-11-02,Sikkim,1480,15,1476,18097,4628,2929,8.18,0,0.7,837482,6921,832814,661.14,418.43,25.852857142857143,0.83,99.44
2022-11-03,Sikkim,794,6,789,9934,3223,1888,7.99,0,0.7,838276,6927,833603,460.43,269.71,14.191428571428572,0.83,99.44
2022-11-04,Sikkim,103,0,100,1049,3293,1313,9.82,3,0.7,838379,6927,833703,470.43,187.57,1.4985714285714287,0.83,99.44
2022-11-05,Sikkim,734,6,731,9109,3020,2904,8.06,0,0.7,839113,6933,834434,431.43,414.86,13.012857142857143,0.83,99.44
2022-11-06,Sikkim,1498,16,1496,19233,1130,995,7.79,0,0.7,840611,6949,835930,161.43,142.14,27.475714285714286,0.83,99.44
2022-11-07,Sikkim,1520,6,1514,19251,2060,1195,7.9,0,0.7,842131,6955,837444,294.29,170.71,27.501428571428573,0.83,99.44
2022-11-08,Sikkim,468,6,462,5776,489,368,8.1,0,0.7,842599,6961,837906,69.86,52.57,8.251428571428571,0.83,99.44
2022-11-09,Sikkim,531,5,528,6638,3468,2035,8.0,0,0.7,843130,6966,838434,495.43,290.71,9.482857142857142,0.83,99.44
2022-11-10,Sikkim,1573,4,1569,19944,2502,373,7.89,0,0.7,844703,6970,840003,357.43,53.29,28.49142857142857,0.83,99.44
2022-11-11,Sikkim,1515,21,1511,18924,3864,2560,8.01,0,0.7,846218,6991,841514,552.0,365.71,27.034285714285716,0.83,99.44
2022-11-12,Sikkim,150,1,149,1709,2826,2078,8.78,0,0.7,846368,6992,841663,403.71,296.86,2.4414285714285713,0.83,99.44
2022-11-13,Sikkim,1324,12,1316,16195,98,75,8.18,0,0.7,847692,7004,842979,14.0,10.71,23.135714285714286,0.83,99.44
2022-11-14,Sikkim,443,6,440,5671,207,53,7.81,0,0.7,848135,7010,843419,29.57,7.57,8.101428571428572,0.83,99.44
2022-11-15,Sikkim,1502,16,1495,18628,1080,630,8.06,0,0.7,849637,7026,844914,154.29,90.0,26.611428571428572,0.83,99.44
2022-11-16,Sikkim,1578,17,1578,19948,1401,1074,7.91,0,0.7,851215,7043,846492,200.14,153.43,28.497142857142858,0.83,99.45
2022-11-17,Sikkim,1213,8,1209,14598,4145,1880,8.31,0,0.7,852428,7051,847701,592.14,268.57,20.854285714285716,0.83,99.45
2022-11-18,Sikkim,431,3,424,5313,1641,1543,8.11,4,0.7,852859,7054,848125,234.43,220.43,7.59,0.83,99.44
2022-11-19,Sikkim,616,4,615,7556,2671,661,8.15,0,0.7,853475,7058,848740,381.57,94.43,10.794285714285714,0.83,99.45
2022-11-20,Sikkim,245,3,236,3018,434,0,8.12,6,0.7,853720,7061,848976,62.0,0.0,4.311428571428571,0.83,99.44
2022-11-21,Sikkim,1342,9,1335,16756,4835,1428,8.01,0,0.7,855062,7070,850311,690.71,204.0,23.937142857142856,0.83,99.44
2022-11-22,Sikkim,1066,6,1062,13294,1103,62,8.02,0,0.7,856128,7076,851373,157.57,8.86,18.99142857142857,0.83,99.44
2022-11-23,Sikkim,100,1,99,1001,1574,1442,9.99,0,0.7,856228,7077,851472,224.86,206.0,1.43,0.83,99.44
2022-11-24,Sikkim,1007,5,1000,12882,1023,762,7.82,2,0.7,857235,7082,852472,146.14,108.86,18.402857142857144,0.83,99.44
2022-11-25,Sikkim,557,6,551,6881,3288,1405,8.09,0,0.7,857792,7088,853023,469.71,200.71,9.83,0.83,99.44
2022-11-26,Sikkim,87,0,83,1235,3397,1337,7.04,4,0.7,857879,7088,853106,485.29,191.0,1.7642857142857142,0.83,99.44
2022-11-27,Sikkim,273,1,267,3426,1799,844,7.97,5,0.7,858152,7089,853373,257.0,120.57,4.894285714285714,0.83,99.44
2022-11-28,Sikkim,1098,11,1097,13418,1971,166,8.18,0,0.7,859250,7100,854470,281.57,23.71,19.16857142857143,0.83,99.44
2022-11-29,Sikkim,115,0,112,1290,3542,2097,8.91,3,0.7,859365,7100,854582,506.0,299.57,1.8428571428571427,0.83,99.44
2022-11-30,Sikkim,783,2,782,9532,1529,610,8.21,0,0.7,860148,7102,855364,218.43,87.14,13.617142857142857,0.83,99.44
2022-12-01,Sikkim,569,7,560,6539,882,674,8.7,2,0.7,860717,7109,855924,126.0,96.29,9.34142857142857,0.83,99.44
2022-12-02,Sikkim,163,2,162,2128,1747,1649,7.66,0,0.7,860880,7111,856086,249.57,235.57,3.04,0.83,99.44
2022-12-03,Sikkim,824,11,824,10311,1005,558,7.99,0,0.7,861704,7122,856910,143.57,79.71,14.73,0.83,99.44
2022-12-04,Sikkim,1131,13,1130,14174,1702,498,7.98,0,0.7,862835,7135,858040,243.14,71.14,20.248571428571427,0.83,99.44
2022-12-05,Sikkim,1514,15,1514,19176,3222,221,7.9,0,0.7,864349,7150,859554,460.29,31.57,27.394285714285715,0.83,99.45
2022-12-06,Sikkim,516,1,515,6616,1282,819,7.8,0,0.7,864865,7151,860069,183.14,117.0,9.451428571428572,0.83,99.45
2022-12-07,Sikkim,1215,3,1213,15231,4987,4964,7.98,0,0.7,866080,7154,861282,712.43,709.14,21.75857142857143,0.83,99.45
2022-12-08,Sikkim,572,6,569,6902,3256,1099,8.29,0,0.7,866652,7160,861851,465.14,157.0,9.86,0.83,99.45
2022-12-09,Sikkim,1105,4,1105,13655,1075,524,8.09,0,0.7,867757,7164,862956,153.57,74.86,19.507142857142856,0.83,99.45
2022-12-10,Sikkim,912,4,910,11466,1387,1323,7.95,0,0.7,868669,7168,863866,198.14,189.0,16.38,0.83,99.45
2022-12-11,Sikkim,57,0,51,1056,3939,1636,5.4,6,0.7,868726,7168,863917,562.71,233.71,1.5085714285714287,0.83,99.45
2022-12-12,Sikkim,495,5,492,6067,3039,3002,8.16,0,0.7,869221,7173,864409,434.14,428.86,8.667142857142856,0.83,99.45
2022-12-13,Sikkim,221,2,217,2809,4405,668,7.87,2,0.7,869442,7175,864626,629.29,95.43,4.0128571428571425,0.83,99.45
2022-12-14,Sikkim,1193,14,1192,14485,4861,1518,8.24,0,0.7,870635,7189,865818,694.43,216.86,20.692857142857143,0.83,99.45
2022-12-15,Sikkim,1075,10,1068,13664,2524,1499,7.87,0,0.7,871710,7199,866886,360.57,214.14,19.52,0.83,99.45
2022-12-16,Sikkim,1555,21,1546,18828,4975,91,8.26,0,0.7,873265,7220,868432,710.71,13.0,26.897142857142857,0.83,99.45
2022-12-17,Sikkim,747,3,744,9180,25,6,8.14,0,0.7,874012,7223,869176,3.57,0.86,13.114285714285714,0.83,99.45
2022-12-18,Sikkim,164,0,159,1950,4303,3531,8.41,5,0.7,874176,7223,869335,614.71,504.43,2.7857142857142856,0.83,99.45
2022-12-19,Sikkim,1008,8,1002,12060,3387,852,8.36,0,0.7,875184,7231,870337,483.86,121.71,17.228571428571428,0.83,99.45
2022-12-20,Sikkim,1567,20,1563,19637,3978,3070,7.98,0,0.7,876751,7251,871900,568.29,438.57,28.052857142857142,0.83,99.45
2022-12-21,Sikkim,1212,9,1209,15273,1707,89,7.94,0,0.7,877963,7260,873109,243.86,12.71,21.818571428571428,0.83,99.45
2022-12-22,Sikkim,1573,6,1567,19799,1591,1432,7.94,0,0.7,879536,7266,874676,227.29,204.57,28.284285714285716,0.83,99.45
2022-12-23,Sikkim,1483,7,1476,18205,2997,640,8.15,0,0.7,881019,7273,876152,428.14,91.43,26.007142857142856,0.83,99.45
2022-12-24,Sikkim,473,4,464,6083,2761,2245,7.78,5,0.7,881492,7277,876616,394.43,320.71,8.69,0.83,99.45
2022-12-25,Sikkim,877,12,870,10986,2065,220,7.98,0,0.7,882369,7289,877486,295.0,31.43,15.694285714285714,0.83,99.45
2022-12-26,Sikkim,253,1,249,3057,3840,3020,8.28,3,0.7,882622,7290,877735,548.57,431.43,4.367142857142857,0.83,99.45
2022-12-27,Sikkim,1374,15,1371,17548,3178,892,7.83,0,0.7,883996,7305,879106,454.0,127.43,25.068571428571428,0.83,99.45
2022-12-28,Sikkim,287,1,287,3801,969,323,7.55,0,0.7,884283,7306,879393,138.43,46.14,5.43,0.83,99.45
2022-12-29,Sikkim,1364,18,1361,16871,1160,1014,8.08,0,0.7,885647,7324,880754,165.71,144.86,24.10142857142857,0.83,99.45
2022-12-30,Sikkim,623,5,615,7992,3776,799,7.8,3,0.7,886270,7329,881369,539.43,114.14,11.417142857142856,0.83,99.45
2022-12-31,Sikkim,93,0,86,1132,998,388,8.22,7,0.7,886363,7329,881455,142.57,55.43,1.6171428571428572,0.83,99.45
2020-01-01,Tamil Nadu,782,6,776,10082,2377,924,7.76,0,78.8,782,6,776,3.02,1.17,0.12794416243654821,0.77,99.23
2020-01-02,Tamil Nadu,1469,20,1467,18358,3824,1093,8.0,0,78.8,2251,26,2243,4.85,1.39,0.2329695431472081,1.16,99.64
2020-01-03,Tamil Nadu,1244,11,1236,15683,4231,2281,7.93,0,78.8,3495,37,3479,5.37,2.89,0.1990228426395939,1.06,99.54
2020-01-04,Tamil Nadu,707,2,700,8476,2189,1956,8.34,5,78.8,4202,39,4179,2.78,2.48,0.10756345177664975,0.93,99.45
2020-01-05,Tamil Nadu,1515,11,1515,19146,2472,1736,7.91,0,78.8,5717,50,5694,3.14,2.2,0.24296954314720812,0.87,99.6
2020-01-06,Tamil Nadu,365,3,357,4889,150,146,7.47,5,78.8,6082,53,6051,0.19,0.19,0.062043147208121825,0.87,99.49
2020-01-07,Tamil Nadu,791,8,791,10266,501,370,7.71,0,78.8,6873,61,6842,0.64,0.47,0.1302791878172589,0.89,99.55
2020-01-08,Tamil Nadu,367,4,366,4133,4664,2912,8.88,0,78.8,7240,65,7208,5.92,3.7,0.0524492385786802,0.9,99.56
2020-01-09,Tamil Nadu,253,1,247,3439,3081,2899,7.36,5,78.8,7493,66,7455,3.91,3.68,0.04364213197969543,0.88,99.49
2020-01-10,Tamil Nadu,690,6,681,8526,2667,655,8.09,3,78.8,8183,72,8136,3.38,0.83,0.10819796954314721,0.88,99.43
2020-01-11,Tamil Nadu,1016,13,1016,12416,4891,3508,8.18,0,78.8,9199,85,9152,6.21,4.45,0.15756345177664974,0.92,99.49
2020-01-12,Tamil Nadu,138,1,135,1297,286,125,10.64,2,78.8,9337,86,9287,0.36,0.16,0.01645939086294416,0.92,99.46
2020-01-13,Tamil Nadu,98,0,97,1501,892,324,6.53,1,78.8,9435,86,9384,1.13,0.41,0.019048223350253808,0.91,99.46
2020-01-14,Tamil Nadu,1398,14,1393,17589,3301,450,7.95,0,78.8,10833,100,10777,4.19,0.57,0.22321065989847716,0.92,99.48
2020-01-15,Tamil Nadu,199,1,198,2057,2422,1253,9.67,0,78.8,11032,101,10975,3.07,1.59,0.026104060913705585,0.92,99.48
2020-01-16,Tamil Nadu,1268,4,1263,15831,3762,289,8.01,1,78.8,12300,105,12238,4.77,0.37,0.2009010152284264,0.85,99.5
2020-01-17,Tamil Nadu,1462,11,1459,18076,4771,3895,8.09,0,78.8,13762,116,13697,6.05,4.94,0.22939086294416244,0.84,99.53
2020-01-18,Tamil Nadu,782,7,776,9659,853,178,8.1,0,78.8,14544,123,14473,1.08,0.23,0.12257614213197969,0.85,99.51
2020-01-19,Tamil Nadu,1357,13,1350,17086,115,26,7.94,0,78.8,15901,136,15823,0.15,0.03,0.2168274111675127,0.86,99.51
2020-01-20,Tamil Nadu,348,4,342,4394,1135,13,7.92,2,78.8,16249,140,16165,1.44,0.02,0.05576142131979695,0.86,99.48
2020-01-21,Tamil Nadu,1405,11,1400,17433,1383,1208,8.06,0,78.8,17654,151,17565,1.76,1.53,0.22123096446700508,0.86,99.5
2020-01-22,Tamil Nadu,825,3,822,10250,3143,1187,8.05,0,78.8,18479,154,18387,3.99,1.51,0.13007614213197968,0.83,99.5
2020-01-23,Tamil Nadu,1259,16,1252,15687,1000,322,8.03,0,78.8,19738,170,19639,1.27,0.41,0.1990736040609137,0.86,99.5
2020-01-24,Tamil Nadu,872,8,868,11079,4829,3717,7.87,0,78.8,20610,178,20507,6.13,4.72,0.1405964467005076,0.86,99.5
2020-01-25,Tamil Nadu,198,2,197,2337,2993,531,8.47,0,78.8,20808,180,20704,3.8,0.67,0.02965736040609137,0.87,99.5
2020-01-26,Tamil Nadu,336,3,335,4354,1030,210,7.72,0,78.8,21144,183,21039,1.31,0.27,0.05525380710659898,0.87,99.5
2020-01-27,Tamil Nadu,1326,11,1317,16707,2707,265,7.94,0,78.8,22470,194,22356,3.44,0.34,0.21201776649746193,0.86,99.49
2020-01-28,Tamil Nadu,1569,10,1566,19608,1221,240,8.0,0,78.8,24039,204,23922,1.55,0.3,0.24883248730964466,0.85,99.51
2020-01-29,Tamil Nadu,434,1,432,5556,4282,1170,7.81,1,78.8,24473,205,24354,5.43,1.48,0.07050761421319797,0.84,99.51
2020-01-30,Tamil Nadu,1416,5,1407,17701,3078,874,8.0,4,78.8,25889,210,25761,3.91,1.11,0.22463197969543147,0.81,99.51
2020-01-31,Tamil Nadu,1481,6,1476,18157,394,25,8.16,0,78.8,27370,216,27237,0.5,0.03,0.23041878172588834,0.79,99.51
2020-02-01,Tamil Nadu,534,7,529,6840,3856,2060,7.81,0,78.8,27904,223,27766,4.89,2.61,0.0868020304568528,0.8,99.51
2020-02-02,Tamil Nadu,838,2,835,10337,755,343,8.11,1,78.8,28742,225,28601,0.96,0.44,0.13118020304568528,0.78,99.51
2020-02-03,Tamil Nadu,97,0,93,1164,2507,376,8.33,4,78.8,28839,225,28694,3.18,0.48,0.014771573604060914,0.78,99.5
2020-02-04,Tamil Nadu,683,5,678,7958,2397,981,8.58,0,78.8,29522,230,29372,3.04,1.24,0.10098984771573605,0.78,99.49
2020-02-05,Tamil Nadu,853,3,852,10861,956,190,7.85,0,78.8,30375,233,30224,1.21,0.24,0.1378299492385787,0.77,99.5
2020-02-06,Tamil Nadu,951,9,949,12062,553,430,7.88,0,78.8,31326,242,31173,0.7,0.55,0.1530710659898477,0.77,99.51
2020-02-07,Tamil Nadu,1319,17,1316,16205,935,95,8.14,0,78.8,32645,259,32489,1.19,0.12,0.2056472081218274,0.79,99.52
2020-02-08,Tamil Nadu,1461,14,1459,18749,3170,2690,7.79,0,78.8,34106,273,33948,4.02,3.41,0.2379314720812183,0.8,99.54
2020-02-09,Tamil Nadu,790,10,784,9745,968,543,8.11,0,78.8,34896,283,34732,1.23,0.69,0.12366751269035534,0.81,99.53
2020-02-10,Tamil Nadu,116,1,107,1481,2689,1521,7.83,8,78.8,35012,284,34839,3.41,1.93,0.018794416243654823,0.81,99.51
2020-02-11,Tamil Nadu,1097,9,1097,13510,4263,2624,8.12,0,78.8,36109,293,35936,5.41,3.33,0.1714467005076142,0.81,99.52
2020-02-12,Tamil Nadu,298,4,295,3458,252,30,8.62,0,78.8,36407,297,36231,0.32,0.04,0.04388324873096447,0.82,99.52
2020-02-13,Tamil Nadu,1049,15,1042,13110,246,0,8.0,0,78.8,37456,312,37273,0.31,0.0,0.16637055837563453,0.83,99.51
2020-02-14,Tamil Nadu,1093,8,1085,12981,3146,83,8.42,0,78.8,38549,320,38358,3.99,0.11,0.16473350253807106,0.83,99.5
2020-02-15,Tamil Nadu,1006,12,999,12302,4793,3509,8.18,0,78.8,39555,332,39357,6.08,4.45,0.15611675126903554,0.84,99.5
2020-02-16,Tamil Nadu,425,5,417,5106,3133,2187,8.32,3,78.8,39980,337,39774,3.98,2.78,0.06479695431472081,0.84,99.48
2020-02-17,Tamil Nadu,140,2,134,1715,656,81,8.16,4,78.8,40120,339,39908,0.83,0.1,0.021763959390862946,0.84,99.47
2020-02-18,Tamil Nadu,722,10,716,9420,1648,557,7.66,0,78.8,40842,349,40624,2.09,0.71,0.11954314720812183,0.85,99.47
2020-02-19,Tamil Nadu,923,5,916,11345,2460,2321,8.14,2,78.8,41765,354,41540,3.12,2.95,0.14397208121827412,0.85,99.46
2020-02-20,Tamil Nadu,1016,9,1016,12408,984,245,8.19,0,78.8,42781,363,42556,1.25,0.31,0.15746192893401015,0.85,99.47
2020-02-21,Tamil Nadu,871,10,863,10804,1666,314,8.06,0,78.8,43652,373,43419,2.11,0.4,0.13710659898477157,0.85,99.47
2020-02-22,Tamil Nadu,1222,9,1222,15619,86,52,7.82,0,78.8,44874,382,44641,0.11,0.07,0.19821065989847717,0.85,99.48
2020-02-23,Tamil Nadu,227,1,222,3072,2853,1663,7.39,4,78.8,45101,383,44863,3.62,2.11,0.03898477157360406,0.85,99.47
2020-02-24,Tamil Nadu,233,1,231,2899,4759,28,8.04,1,78.8,45334,384,45094,6.04,0.04,0.03678934010152284,0.85,99.47
2020-02-25,Tamil Nadu,1257,8,1252,15497,2705,16,8.11,0,78.8,46591,392,46346,3.43,0.02,0.19666243654822335,0.84,99.47
2020-02-26,Tamil Nadu,82,0,76,1191,2645,2621,6.88,6,78.8,46673,392,46422,3.36,3.33,0.015114213197969543,0.84,99.46
2020-02-27,Tamil Nadu,362,2,360,5103,1211,503,7.09,0,78.8,47035,394,46782,1.54,0.64,0.06475888324873097,0.84,99.46
2020-02-28,Tamil Nadu,1257,14,1253,15656,1324,755,8.03,0,78.8,48292,408,48035,1.68,0.96,0.1986802030456853,0.84,99.47
2020-02-29,Tamil Nadu,366,2,365,4898,724,354,7.47,0,78.8,48658,410,48400,0.92,0.45,0.06215736040609137,0.84,99.47
2020-03-01,Tamil Nadu,1326,15,1317,16160,3694,2782,8.21,0,78.8,49984,425,49717,4.69,3.53,0.2050761421319797,0.85,99.47
2020-03-02,Tamil Nadu,1457,17,1449,18349,2358,1940,7.94,0,78.8,51441,442,51166,2.99,2.46,0.23285532994923858,0.86,99.47
2020-03-03,Tamil Nadu,876,11,876,10723,1902,1122,8.17,0,78.8,52317,453,52042,2.41,1.42,0.1360786802030457,0.87,99.47
2020-03-04,Tamil Nadu,269,3,269,3530,3250,2385,7.62,0,78.8,52586,456,52311,4.12,3.03,0.04479695431472081,0.87,99.48
2020-03-05,Tamil Nadu,1189,12,1186,14259,4221,770,8.34,0,78.8,53775,468,53497,5.36,0.98,0.18095177664974618,0.87,99.48
2020-03-06,Tamil Nadu,1131,10,1128,13953,4062,1805,8.11,0,78.8,54906,478,54625,5.15,2.29,0.17706852791878172,0.87,99.49
2020-03-07,Tamil Nadu,936,4,936,11949,3738,1774,7.83,0,78.8,55842,482,55561,4.74,2.25,0.15163705583756346,0.86,99.5
2020-03-08,Tamil Nadu,1465,21,1465,18234,678,163,8.03,0,78.8,57307,503,57026,0.86,0.21,0.2313959390862944,0.88,99.51
2020-03-09,Tamil Nadu,269,4,269,3526,2432,503,7.63,0,78.8,57576,507,57295,3.09,0.64,0.04474619289340102,0.88,99.51
2020-03-10,Tamil Nadu,1308,4,1299,16480,1356,687,7.94,5,78.8,58884,511,58594,1.72,0.87,0.20913705583756345,0.87,99.51
2020-03-11,Tamil Nadu,879,10,870,10671,1370,337,8.24,0,78.8,59763,521,59464,1.74,0.43,0.13541878172588834,0.87,99.5
2020-03-12,Tamil Nadu,1438,7,1438,17494,2985,2308,8.22,0,78.8,61201,528,60902,3.79,2.93,0.22200507614213197,0.86,99.51
2020-03-13,Tamil Nadu,1158,10,1151,14737,2976,1882,7.86,0,78.8,62359,538,62053,3.78,2.39,0.18701776649746193,0.86,99.51
2020-03-14,Tamil Nadu,494,3,492,6392,2045,1672,7.73,0,78.8,62853,541,62545,2.6,2.12,0.08111675126903553,0.86,99.51
2020-03-15,Tamil Nadu,1452,19,1448,17944,1480,635,8.09,0,78.8,64305,560,63993,1.88,0.81,0.22771573604060913,0.87,99.51
2020-03-16,Tamil Nadu,1361,14,1360,16536,4253,67,8.23,0,78.8,65666,574,65353,5.4,0.09,0.2098477157360406,0.87,99.52
2020-03-17,Tamil Nadu,806,6,800,10225,1711,1175,7.88,0,78.8,66472,580,66153,2.17,1.49,0.12975888324873097,0.87,99.52
2020-03-18,Tamil Nadu,375,4,375,4701,827,173,7.98,0,78.8,66847,584,66528,1.05,0.22,0.05965736040609137,0.87,99.52
2020-03-19,Tamil Nadu,409,1,401,5128,2120,440,7.98,7,78.8,67256,585,66929,2.69,0.56,0.0650761421319797,0.87,99.51
2020-03-20,Tamil Nadu,223,2,215,2774,4945,4527,8.04,6,78.8,67479,587,67144,6.28,5.74,0.03520304568527919,0.87,99.5
2020-03-21,Tamil Nadu,1509,14,1507,18580,3894,1372,8.12,0,78.8,68988,601,68651,4.94,1.74,0.23578680203045685,0.87,99.51
2020-03-22,Tamil Nadu,518,4,512,6298,3804,2345,8.22,2,78.8,69506,605,69163,4.83,2.98,0.07992385786802031,0.87,99.51
2020-03-23,Tamil Nadu,724,6,716,8847,199,44,8.18,2,78.8,70230,611,69879,0.25,0.06,0.11227157360406091,0.87,99.5
2020-03-24,Tamil Nadu,318,1,310,4006,4574,951,7.94,7,78.8,70548,612,70189,5.8,1.21,0.05083756345177665,0.87,99.49
2020-03-25,Tamil Nadu,193,1,192,2422,2811,2114,7.97,0,78.8,70741,613,70381,3.57,2.68,0.030736040609137056,0.87,99.49
2020-03-26,Tamil Nadu,209,2,200,2723,3546,291,7.68,7,78.8,70950,615,70581,4.5,0.37,0.03455583756345178,0.87,99.48
2020-03-27,Tamil Nadu,519,7,517,6653,2479,2319,7.8,0,78.8,71469,622,71098,3.15,2.94,0.08442893401015228,0.87,99.48
2020-03-28,Tamil Nadu,509,7,500,6021,1684,209,8.45,2,78.8,71978,629,71598,2.14,0.27,0.07640862944162437,0.87,99.47
2020-03-29,Tamil Nadu,690,8,684,8929,425,248,7.73,0,78.8,72668,637,72282,0.54,0.31,0.11331218274111675,0.88,99.47
2020-03-30,Tamil Nadu,1279,8,1271,15546,739,486,8.23,0,78.8,73947,645,73553,0.94,0.62,0.19728426395939086,0.87,99.47
2020-03-31,Tamil Nadu,85,1,77,910,4218,1744,9.34,7,78.8,74032,646,73630,5.35,2.21,0.011548223350253807,0.87,99.46
2020-04-01,Tamil Nadu,386,4,379,4744,3602,3519,8.14,3,78.8,74418,650,74009,4.57,4.47,0.06020304568527919,0.87,99.45
2020-04-02,Tamil Nadu,1596,19,1593,19799,2578,1233,8.06,0,78.8,76014,669,75602,3.27,1.56,0.251256345177665,0.88,99.46
2020-04-03,Tamil Nadu,127,0,122,1688,2558,1506,7.52,5,78.8,76141,669,75724,3.25,1.91,0.021421319796954316,0.88,99.45
2020-04-04,Tamil Nadu,922,3,915,11501,4984,1698,8.02,4,78.8,77063,672,76639,6.32,2.15,0.1459517766497462,0.87,99.45
2020-04-05,Tamil Nadu,671,9,668,8351,4270,1963,8.03,0,78.8,77734,681,77307,5.42,2.49,0.1059771573604061,0.88,99.45
2020-04-06,Tamil Nadu,627,4,623,7501,3583,140,8.36,0,78.8,78361,685,77930,4.55,0.18,0.09519035532994924,0.87,99.45
2020-04-07,Tamil Nadu,202,1,193,2378,3155,167,8.49,8,78.8,78563,686,78123,4.0,0.21,0.030177664974619288,0.87,99.44
2020-04-08,Tamil Nadu,600,6,597,7519,1374,226,7.98,0,78.8,79163,692,78720,1.74,0.29,0.09541878172588833,0.87,99.44
2020-04-09,Tamil Nadu,1486,20,1482,18494,1724,1022,8.04,0,78.8,80649,712,80202,2.19,1.3,0.23469543147208122,0.88,99.45
2020-04-10,Tamil Nadu,114,1,114,1675,3133,2190,6.81,0,78.8,80763,713,80316,3.98,2.78,0.021256345177664976,0.88,99.45
2020-04-11,Tamil Nadu,111,0,103,1359,2834,1907,8.17,8,78.8,80874,713,80419,3.6,2.42,0.017246192893401017,0.88,99.44
2020-04-12,Tamil Nadu,362,3,356,5031,2026,1584,7.2,3,78.8,81236,716,80775,2.57,2.01,0.06384517766497462,0.88,99.43
2020-04-13,Tamil Nadu,510,5,502,6544,4516,3888,7.79,3,78.8,81746,721,81277,5.73,4.93,0.08304568527918782,0.88,99.43
